publisher_name,match_type,keyword_group,current_spend,proposed,delta_spend,roas,expected_revenue_current,expected_revenue_proposed,delta_revenue
Google - US,Broad,Miami to Paris Sale,101.0374996875,101.03749968750002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Marseille Branded,0.975,0.9750000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Madrid Branded,2.1375,2.1375000000000006,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Lyon,1252.1624989625002,1252.1624989625006,4.547473508864641e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Luxury Flight,193.21249968749999,193.21249968750004,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Luxury - Branded,0.0625,0.06250000000000001,1.3877787807814457e-17,0.0,0.0,0.0,0.0
Google - US,Broad,Low International Los Angeles,3.4625,3.462500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Low International Detroit,6.0875,6.087500000000003,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Low Europe New York,2.4875,2.4875000000000007,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Venice Sale,2.825,2.825000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Spain Sale,9.6875,9.687500000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Seville Sale,2.0125,2.0125000000000006,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Rome Sale,29.0875,29.087500000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Milan Sale,7.35,7.350000000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Malaga Sale,3.9875,3.9875000000000007,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Paris Xpress,52.8999999,52.899999900000005,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Athens Sale,4.3875,4.387500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Barcelona Sale,19.9,19.900000000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Turkey,1650.312493575,1650.3124935750004,4.547473508864641e-13,0.0,0.0,0.0,0.0
Google - US,,Google|Cologne,14.4,14.400000000000006,5.329070518200751e-15,0.0,0.0,0.0,0.0
Google - US,,Google|Britain,0.1875,0.18750000000000006,5.551115123125783e-17,0.0,0.0,0.0,0.0
Google - US,,Google|Berlin,30.4625,30.462500000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,,Google|Barcelona,5.0625,5.062500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,,Google|Athens,2.174999925,2.1749999250000003,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,,Boston to Paris Sale,0.0,0.0,0.0,,0.0,0.0,0.0
Google - US,Exact,Venice,11.2624999375,11.262499937500003,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Exact,Rome,29.074999849999998,29.074999850000005,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Exact,London,28.6625,28.662500000000012,1.0658141036401503e-14,0.0,0.0,0.0,0.0
Google - US,Exact,Istanbul,110.31249952499999,110.312499525,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Venice,426.13749955000003,426.13749955000014,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,UK,297.9749996125,297.9749996125001,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Spain Branded,9.2999999375,9.299999937500003,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Florence Sale,3.5875,3.587500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,San Francisco to Venice Sale,15.625,15.625000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,San Francisco to Rome Sale,49.7374999875,49.737499987500016,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,San Francisco to Florence Sale,16.8,16.800000000000008,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,San Francisco to Barcelona Sale,45.274999975,45.27499997500001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Rome Branded,17.8374998625,17.837499862500007,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Rome,2638.274988225,2638.274988225001,9.094947017729282e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Spain Sale,18.525,18.525000000000002,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Rome Sale,49.624999975,49.624999975000016,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Madrid Sale,2.75,2.750000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Italy Sale,22.55,22.550000000000008,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to Greece Sale,5.6875,5.687500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Philadelphia to France Sale,41.1375,41.13750000000002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Madrid Sale,1.15,1.1500000000000001,2.220446049250313e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Greece Sale,10.175,10.175000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|International Airfare,591.7874993125,591.7874993125001,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Barcelona Sale,25.6625,25.662500000000012,1.0658141036401503e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|dubai,1676.7124944500001,1676.7124944500006,4.547473508864641e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|djibouti,4.175,4.175000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Google|dakar,85.06249961249999,85.0624996125,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|cotonou,7.587499950000001,7.587499950000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|conakry,4.8499999875,4.849999987500002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|casablanca,101.287499775,101.28749977500003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|cairo,812.2124986250001,812.2124986250003,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|bucarest,28.4,28.400000000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|belgrade,153.7499998,153.74999980000007,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|bamako,4.0875,4.087500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Google|amman,124.8874998125,124.88749981250004,4.263256414560601e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|agadir,65.5875,65.58750000000002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|abidjan,1.875,1.8750000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Venice,980.537498525,980.5374985250003,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|UK,1076.149999125,1076.1499991250002,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Turkey,7001.5749861,7001.574986100002,1.8189894035458565e-12,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Switzerland,46.2,46.20000000000002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Stuttgart,118.0749998125,118.07499981250004,4.263256414560601e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Overseas,112.2124998875,112.21249988750003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Nuremberg,42.8625,42.862500000000004,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Munich,324.8999996625,324.89999966250014,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Milan,573.63749845,573.6374984500002,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Madrid,692.2874990375001,692.2874990375002,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|London,473.9624982,473.96249820000014,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Istanbul,207.4999990875,207.49999908750004,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|International General,1030.5749981375,1030.5749981375002,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|International Flights,1053.3999982375,1053.3999982375005,4.547473508864641e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|johannesburg,555.075,555.0750000000002,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|kiev,332.962499125,332.96249912500014,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|marrakech,648.9124972875,648.9124972875002,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Houston to Rome Sale,774.374998875,774.3749988750002,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Athens Sale,3.35,3.350000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,London Branded,1.675,1.6750000000000005,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Italy Branded,6.962499974999999,6.962499975000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Istanbul Branded,3.3375000000000004,3.3375000000000012,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,International Philadelphia,27.112499999999997,27.112500000000004,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,International New York,12.425,12.425000000000006,5.329070518200751e-15,0.0,0.0,0.0,0.0
Google - US,Broad,International Los Angeles,62.5499999375,62.54999993750002,2.1316282072803006e-14,0.0,0.0,0.0,0.0
Google - US,Broad,International DC,49.412499999999994,49.41250000000001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,International Boston,27.775,27.775000000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,India Branded,3.5,3.500000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,India,594.3374992,594.3374992000003,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Houston to Venice Sale,7.5875,7.587500000000003,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Houston to Florence Sale,12.637500000000001,12.637500000000005,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|moscow,557.9124982124999,557.9124982125,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Houston to Barcelona Sale,28.4625,28.462500000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Houston to Athens Sale,39.7625,39.76250000000002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Greece,1507.4999966375,1507.4999966375005,4.547473508864641e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|warsaw,3.6625,3.6625000000000014,1.3322676295501878e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|tunis,257.97499968750003,257.9749996875001,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|tel aviv,198.524999075,198.52499907500007,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|split,592.0374996625,592.0374996625001,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|sofia,460.27499924999995,460.2749992500001,1.7053025658242404e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|prague,1188.974997875,1188.9749978750003,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|ouagadougou,0.8625,0.8625000000000004,3.3306690738754696e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Google|nouakchott,7.4374999875,7.437499987500002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|nairobi,491.5374999499999,491.53749995000004,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Yahoo - US,Standard,Venice,4.25,4.250000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
